Clone	Chrom	kb	kbGenome	MCF7	SKBR3
RP11-223K4	23	101503.788	2967652.901	-0.028534	0.022003
RP11-80K1	23	104807.443	2970956.556	-0.197622	-0.635886
RP11-79N19	23	109584.379	2975733.492	-0.142814	-0.588146
RP11-224D23	23	109767.598	2975916.711	-0.152565	-0.71706
RP11-94J8	23	112942.244	2979091.357	-0.305805	-0.684098
RP11-63E7	23	121134.789	2987283.902	NA	-0.650617
RP11-96G7	23	125353.063	2991502.176	-0.189647	-0.846882
CTD-2015J18	23	127258.311	2993407.424	-0.090871	-0.62472
RP11-65I1	23	129119.766	2995268.879	-0.236044	-0.897168
RP11-155A5	23	129431.53	2995580.643	-0.235983	-0.543764
RP11-97N5	23	133683.037	2999832.15	-0.201279	-0.81189
RP11-34J1	23	133888.006	3000037.119	-0.198334	-0.800178
RP11-267D20	23	134635.576	3000784.689	-0.115958	-0.62926
RP11-112H23	23	135853.168	3002002.281	-0.41618	-0.781178
RP11-879K14	23	139089.071	3005238.184	0.151313	-0.459892
CTD-2047N18	23	145658.312	3011807.425	-0.250595	-0.745019
CTD-2082H4	23	146779.035	3012928.148	-0.191732	-0.948262
CTD-2060E7	23	146784.84	3012933.953	-0.214354	-0.529741
RP11-130N6	23	147085.762	3013234.875	-0.237699	-0.576033
RP11-142M16	23	147866.046	3014015.159	-0.182587	-0.705689
RP11-221G13	23	148175.206	3014324.319	-0.269813	-0.709229
RP11-238E12	23	148481.668	3014630.781	NA	-0.624753
CTD-2088A19	23	151638.432	3017787.545	0.289964	-0.365395
GS1-225F6	23	153692.391	3019741.504	-0.177667	-0.614231
RP11-48J15	24	2336.228	3022177.732	-0.213031	NA
RP11-4D2	24	2559.115	3022400.619	-0.291042	-0.697601
RP11-82L3	24	9593.505	3029435.009	-0.256377	-0.499773
RP11-71M14	24	15552.552	3035394.056	-0.419802	-0.693988
RP11-135H9	24	17949.291	3037790.795	-0.215558	-0.02224
RP11-256K9	24	21576.186	3041417.69	-0.156632	NA
RP11-65G9	24	21993.368	3041834.872	-0.104411	-0.051828
RP11-185N10	24	22022.569	3041864.073	-0.290288	-0.129384
RP11-140H23	24	24126.98	3043968.484	-0.252103	-0.128574
RP11-247J14	24	26018.924	3045860.428	-0.227332	NA
